,first_name,last_name,State,Product,NRx_Month_1,NRx_Month_2,NRx_Month_3,NRx_Month_4,NRx_Month_5,NRx_Month_6,TRx_Month_1,TRx_Month_2,TRx_Month_3,TRx_Month_4,TRx_Month_5,TRx_Month_6,TRx_Total
269,Larissa,Gjerde,Texas,Cholecap,14,0,2,18,2,14,110,99,28,45,84,120,486.0
270,Skipper,Lording,Illinois,Cholecap,9,8,2,12,2,20,119,75,58,34,33,167,486.0
271,Zilvia,O'Teague,California,Cholecap,17,20,19,20,7,19,191,192,70,5,12,15,485.0
272,Toiboid,Ellett,New York,Cholecap,13,6,7,5,3,15,79,166,128,40,15,57,485.0
273,Karrah,Bradane,Alabama,Cholecap,6,8,0,7,1,18,29,65,195,116,6,74,485.0
274,Andie,Gymlett,Massachusetts,Cholecap,18,5,4,3,15,20,83,16,130,151,75,28,483.0
275,Wenonah,Campsall,Texas,Cholecap,20,16,15,16,2,8,96,89,24,73,9,191,482.0
276,Aila,Tonna,Alabama,Cholecap,6,16,0,16,4,3,14,16,116,164,31,139,480.0
277,Jyoti,Pevie,California,Cholecap,13,10,3,14,5,20,156,75,48,82,66,52,479.0
278,Tabina,Caudrelier,Virginia,Cholecap,19,3,17,8,10,11,83,166,36,73,88,29,475.0
279,Nobie,Swetland,North Carolina,Cholecap,15,17,18,11,3,3,192,18,49,39,86,88,472.0
280,Lauree,Fomichkin,Colorado,Cholecap,13,18,12,3,7,8,37,83,26,184,80,62,472.0
281,Shell,August,Pennsylvania,Cholecap,14,12,2,17,7,7,31,36,40,193,57,111,468.0
282,Harlan,Rodson,Washington,Cholecap,10,7,6,19,7,4,0,78,167,109,63,51,468.0
283,Agretha,Jancy,New York,Cholecap,15,18,2,9,20,0,184,34,98,54,18,79,467.0
284,Rosina,Jesper,Ohio,Cholecap,15,15,0,13,3,17,38,52,49,38,115,174,466.0
285,Genevra,Gilford,District of Columbia,Cholecap,20,16,12,0,15,2,5,95,47,120,56,142,465.0
286,Mirelle,Kennagh,Florida,Cholecap,11,14,15,5,10,12,194,52,8,60,111,40,465.0
287,Leisha,Liebmann,New York,Cholecap,3,9,7,3,18,7,32,51,0,189,75,116,463.0
288,Martita,Bleackley,Wisconsin,Cholecap,9,16,2,6,20,3,7,156,171,13,98,17,462.0
289,Mallory,Coram,Ohio,Cholecap,9,8,14,5,19,16,167,36,125,19,68,46,461.0
290,Brewster,Constance,North Carolina,Cholecap,13,19,20,12,13,10,32,159,104,50,13,101,459.0
291,Vivianna,Mordin,Missouri,Cholecap,16,17,4,18,0,13,48,93,105,18,54,140,458.0
292,Bryan,O'Donohue,California,Cholecap,11,18,10,2,2,10,40,60,17,112,180,48,457.0
293,Colette,March,Missouri,Cholecap,11,18,8,17,2,6,100,16,2,58,149,130,455.0
294,Austin,Foulds,California,Cholecap,18,6,9,12,5,5,35,170,100,33,85,32,455.0
295,Elizabet,Dunster,Louisiana,Cholecap,14,18,2,4,6,0,157,88,21,93,24,72,455.0
296,Vivia,Redborn,District of Columbia,Cholecap,6,4,3,2,6,5,84,119,44,113,77,14,451.0
297,Salvatore,Hyde-Chambers,Massachusetts,Cholecap,12,2,17,7,2,6,25,35,63,196,31,101,451.0
298,Izzy,Batsford,Texas,Cholecap,4,19,3,12,11,13,66,105,23,28,119,110,451.0
299,Wally,Shipston,Ohio,Cholecap,5,20,5,5,1,10,50,70,44,197,26,63,450.0
300,Idalina,Hlavecek,Washington,Cholecap,15,0,8,14,4,6,193,64,22,28,0,140,447.0
301,Far,Joburn,Tennessee,Cholecap,10,9,10,15,5,2,163,39,17,167,43,16,445.0
302,Tirrell,Fritchley,Arizona,Cholecap,10,4,10,6,15,15,60,90,59,32,71,133,445.0
303,Salomon,De Witt,Maryland,Cholecap,13,2,12,3,0,15,126,84,16,135,45,39,445.0
304,Lotti,O'Shee,District of Columbia,Cholecap,4,2,2,20,15,2,166,191,8,5,29,42,441.0
305,Trevar,Orrocks,California,Cholecap,20,8,4,16,10,15,30,24,61,125,10,191,441.0
306,Betty,Twizell,Mississippi,Cholecap,9,5,13,16,13,10,98,80,111,106,24,19,438.0
307,Carrie,Astbury,Massachusetts,Cholecap,9,17,2,4,8,17,5,44,96,74,184,34,437.0
308,Darya,Bertin,Arizona,Cholecap,6,8,4,14,4,13,40,32,35,72,136,120,435.0
309,Rosetta,Cathery,Florida,Cholecap,15,0,20,11,15,10,42,159,34,109,30,60,434.0
310,Carlie,McWhirter,North Carolina,Cholecap,0,1,0,9,11,12,78,49,87,79,130,10,433.0
311,Rebekkah,Klimus,Texas,Cholecap,4,2,14,18,17,1,39,37,114,63,80,98,431.0
312,Bartram,Stot,Florida,Cholecap,13,14,2,13,16,1,28,39,91,100,106,66,430.0
313,Tedman,Weldon,Missouri,Cholecap,20,15,17,20,8,1,24,102,12,135,112,41,426.0
314,Claudette,Kevis,Georgia,Cholecap,6,8,6,2,14,16,45,136,72,47,27,98,425.0
315,Becka,Gilpin,South Carolina,Cholecap,20,0,16,6,19,20,27,53,110,84,1,150,425.0
316,Melina,Boggis,Missouri,Cholecap,16,14,19,15,16,12,22,34,28,189,11,139,423.0
317,Janice,Frickey,Illinois,Cholecap,0,18,12,10,7,5,129,66,23,29,42,131,420.0
318,Renate,Waterstone,Massachusetts,Cholecap,11,6,6,1,1,15,95,77,25,77,110,33,417.0
319,Sosanna,Ginty,Pennsylvania,Cholecap,4,3,13,8,18,19,104,21,74,34,182,0,415.0
320,Vicki,Bartell,Florida,Cholecap,16,12,13,6,10,11,16,134,94,78,16,70,408.0
321,Aurea,Font,Colorado,Cholecap,12,1,15,4,8,2,32,167,85,27,4,92,407.0
322,Reginald,Coutts,California,Cholecap,20,7,10,14,19,1,66,5,98,80,96,59,404.0
323,Costanza,Letson,Arizona,Cholecap,6,4,13,11,9,12,0,112,49,16,59,166,402.0
324,Tommie,Siemantel,Arkansas,Cholecap,19,11,18,11,11,19,186,54,76,31,54,0,401.0
325,Codee,Sanpher,Colorado,Cholecap,2,12,9,12,17,15,95,119,76,3,62,42,397.0
326,Tessie,Vasiltsov,Wisconsin,Cholecap,17,16,8,17,2,12,54,76,87,66,63,49,395.0
327,Nancee,Cane,Virginia,Cholecap,7,15,6,8,14,11,143,1,113,34,7,92,390.0
328,Bren,Clarridge,Virginia,Cholecap,11,9,9,14,16,8,104,126,20,9,11,119,389.0
329,Abba,Pietruschka,Pennsylvania,Cholecap,12,17,5,19,0,17,104,92,106,70,3,0,375.0
330,Dom,Mandrey,Illinois,Cholecap,4,20,16,4,10,5,80,5,30,153,68,36,372.0
331,Silvie,Gurdon,Colorado,Cholecap,7,11,9,20,20,17,51,191,30,37,29,31,369.0
332,Menard,Donaldson,North Carolina,Cholecap,15,6,4,3,1,9,31,5,81,142,91,17,367.0
333,Leonore,Winckworth,Florida,Cholecap,10,9,6,14,1,0,5,81,46,121,45,69,367.0
334,Corette,Buchanan,Missouri,Cholecap,4,4,13,0,8,15,39,51,47,79,72,78,366.0
335,Martin,Peret,District of Columbia,Cholecap,4,11,11,0,0,11,78,45,76,78,66,20,363.0
336,Genia,Aisman,New York,Cholecap,8,10,5,20,20,20,76,14,10,31,133,98,362.0
337,Teresina,Baterip,California,Cholecap,10,4,20,17,4,4,131,17,9,87,83,35,362.0
338,Ludovico,Kilroy,South Dakota,Cholecap,20,5,5,3,20,9,12,32,27,28,146,107,352.0
339,Antonia,Dickin,Alabama,Cholecap,16,16,17,1,11,8,22,135,53,33,20,88,351.0
340,Catherina,Darey,New York,Cholecap,8,5,8,12,19,0,83,84,69,5,101,0,342.0
341,Clarissa,Sadat,Mississippi,Cholecap,13,20,14,11,2,0,82,2,44,47,28,126,329.0
342,Stacy,Yeatman,Florida,Cholecap,4,16,3,15,11,0,175,10,54,19,50,12,320.0
343,Giana,Dykas,Ohio,Cholecap,6,19,4,6,19,14,39,27,88,48,23,94,319.0
344,George,Perrett,Ohio,Cholecap,20,0,11,1,7,19,45,14,125,94,27,4,309.0
345,Nehemiah,Extil,Minnesota,Cholecap,14,6,17,16,18,11,46,98,76,39,3,30,292.0
346,Herman,Stonner,Pennsylvania,Cholecap,7,6,13,18,2,3,2,96,6,44,1,122,271.0
347,Nilson,Charlson,Tennessee,Cholecap,4,17,10,6,7,12,43,76,109,18,10,12,268.0
348,Kathy,Taunton,Florida,Cholecap,4,17,18,3,14,15,82,30,34,6,4,76,232.0
349,Raphaela,Garvey,Michigan,Cholecap,15,16,14,7,17,9,1,53,51,27,30,58,220.0
