,first_name,last_name,State,Product,NRx_Month_1,NRx_Month_2,NRx_Month_3,NRx_Month_4,NRx_Month_5,NRx_Month_6,TRx_Month_1,TRx_Month_2,TRx_Month_3,TRx_Month_4,TRx_Month_5,TRx_Month_6,TRx_Total
249,Dorris,Brafield,Louisiana,Zap-a-Pain,0,16,3,17,5,14,184,15,21,122,161,32,535.0
250,Adeline,Hellier,New York,Zap-a-Pain,7,13,11,9,5,2,100,17,143,27,182,66,535.0
251,Mack,Pavkovic,Oregon,Zap-a-Pain,4,6,0,19,8,17,118,39,191,127,59,1,535.0
252,Rea,Quartly,District of Columbia,Zap-a-Pain,20,12,4,4,12,9,26,78,123,88,164,55,534.0
253,Skyler,Crofthwaite,California,Zap-a-Pain,17,15,5,2,11,13,76,38,129,21,103,164,531.0
254,Rosabelle,Newlands,Alabama,Zap-a-Pain,15,15,11,9,19,20,174,18,143,22,141,27,525.0
255,Alano,Adams,Florida,Zap-a-Pain,13,0,19,15,6,13,51,66,91,7,128,181,524.0
256,Shurwood,Nanuccioi,Florida,Zap-a-Pain,11,14,11,4,18,13,78,128,122,32,2,161,523.0
257,Carolan,Greave,Ohio,Zap-a-Pain,14,4,1,0,20,20,54,37,63,149,53,166,522.0
258,Katalin,Roskrug,Arkansas,Zap-a-Pain,19,6,20,6,11,3,43,102,31,179,84,83,522.0
259,Josias,Devenny,California,Zap-a-Pain,8,19,12,4,15,15,113,34,166,129,31,48,521.0
260,Pauletta,Ickovits,Pennsylvania,Zap-a-Pain,5,17,11,19,1,2,108,42,134,38,125,72,519.0
261,Alison,Chippin,Minnesota,Zap-a-Pain,17,17,17,15,12,12,140,47,101,38,16,171,513.0
262,Callean,Rennels,Washington,Zap-a-Pain,12,3,17,16,0,2,78,142,68,65,110,50,513.0
263,Lane,Bampkin,California,Zap-a-Pain,10,5,14,10,20,20,15,112,136,160,53,34,510.0
264,Angeli,Laver,Arizona,Zap-a-Pain,12,11,17,15,16,14,8,8,76,172,62,183,509.0
265,Bobby,Seebert,Nebraska,Zap-a-Pain,6,7,11,6,10,20,157,5,97,199,6,42,506.0
266,Barbabas,Obray,Colorado,Zap-a-Pain,20,1,4,10,9,13,93,42,79,110,81,101,506.0
267,Garret,Grumble,California,Zap-a-Pain,16,17,12,17,3,11,25,157,190,15,18,100,505.0
268,Charmane,Knighton,Pennsylvania,Zap-a-Pain,17,7,4,6,18,12,10,86,177,107,19,106,505.0
269,Hamid,Bordiss,Texas,Zap-a-Pain,14,10,11,8,1,5,64,5,86,92,106,150,503.0
270,Nerita,Petrolli,Missouri,Zap-a-Pain,14,17,8,15,5,1,36,112,142,30,108,72,500.0
271,Gary,Stilgoe,Florida,Zap-a-Pain,5,15,16,16,0,19,85,21,23,78,107,185,499.0
272,Veronique,Drewry,Louisiana,Zap-a-Pain,14,8,7,0,1,17,12,50,113,68,115,139,497.0
273,Catlin,McGauhy,California,Zap-a-Pain,16,7,3,20,20,20,19,73,164,102,79,58,495.0
274,Saundra,Tadd,Texas,Zap-a-Pain,14,19,11,8,12,5,120,6,158,40,92,77,493.0
275,Mercedes,Castledine,Virginia,Zap-a-Pain,5,18,11,6,4,16,27,105,175,36,73,76,492.0
276,Dewie,Rathjen,California,Zap-a-Pain,15,10,3,4,4,17,50,58,34,152,158,39,491.0
277,Barnabe,Clougher,Texas,Zap-a-Pain,8,16,20,17,9,7,92,72,65,57,192,12,490.0
278,Filberte,Mordin,Texas,Zap-a-Pain,16,0,13,19,10,14,103,113,48,26,134,66,490.0
279,Jolynn,Kmiec,Georgia,Zap-a-Pain,11,12,16,6,0,13,20,16,69,18,186,180,489.0
280,Simone,Gronw,Tennessee,Zap-a-Pain,11,18,13,10,20,0,161,130,58,83,39,16,487.0
281,Hermon,Raynor,Minnesota,Zap-a-Pain,4,7,19,4,4,1,45,6,46,162,139,88,486.0
282,Barbabas,Greir,Pennsylvania,Zap-a-Pain,0,4,20,19,8,20,157,0,186,55,74,13,485.0
283,Eugenius,Vanyatin,Florida,Zap-a-Pain,11,0,12,11,11,15,135,33,164,22,4,127,485.0
284,Ram,Dri,Missouri,Zap-a-Pain,18,4,20,8,7,7,187,21,175,21,71,9,484.0
285,Eugine,Simcock,Louisiana,Zap-a-Pain,1,18,16,11,3,15,94,80,116,128,25,37,480.0
286,Alisha,Gonsalvez,Ohio,Zap-a-Pain,17,5,9,19,20,1,7,45,53,200,4,171,480.0
287,Dot,Rozycki,California,Zap-a-Pain,2,7,2,5,12,11,31,135,148,27,77,61,479.0
288,Carling,Alloisi,Virginia,Zap-a-Pain,7,16,2,14,17,8,139,136,75,85,22,20,477.0
289,Adelice,Biagioni,Missouri,Zap-a-Pain,5,3,1,16,20,0,98,39,122,13,153,52,477.0
290,Gerek,Ladds,Florida,Zap-a-Pain,3,1,17,14,13,7,144,12,28,71,199,23,477.0
291,Oralla,Vise,Pennsylvania,Zap-a-Pain,5,17,20,4,11,12,28,97,128,111,56,56,476.0
292,Kordula,Meaden,Missouri,Zap-a-Pain,2,15,9,2,4,8,154,128,19,42,13,117,473.0
293,Brendon,Richards,Nebraska,Zap-a-Pain,8,2,13,19,11,11,154,2,24,169,56,67,472.0
294,Jeri,Sowood,Massachusetts,Zap-a-Pain,10,5,19,10,7,15,33,58,22,118,152,88,471.0
295,Ediva,Pudsall,Illinois,Zap-a-Pain,15,1,1,17,3,8,152,160,26,70,31,26,465.0
296,Zorah,Axleby,Tennessee,Zap-a-Pain,13,14,5,19,3,7,134,46,60,4,162,59,465.0
297,Meta,Laviste,Kansas,Zap-a-Pain,9,14,10,11,1,1,12,112,142,12,125,57,460.0
298,Donavon,Raye,Alaska,Zap-a-Pain,2,1,20,14,4,19,36,191,47,62,63,60,459.0
299,Tarrah,Cockley,Oklahoma,Zap-a-Pain,12,20,19,16,13,14,48,163,33,157,12,41,454.0
300,Nyssa,Taphouse,Florida,Zap-a-Pain,10,20,9,16,12,14,107,78,136,37,49,43,450.0
301,Ebony,Goford,Texas,Zap-a-Pain,14,1,6,4,16,16,22,51,122,105,143,0,443.0
302,Vivie,Durrant,Indiana,Zap-a-Pain,16,3,11,6,18,15,102,84,98,19,66,71,440.0
303,Franny,Segeswoeth,Texas,Zap-a-Pain,11,9,6,13,7,7,0,111,88,68,35,135,437.0
304,Anthony,Lewerenz,Washington,Zap-a-Pain,16,7,19,15,10,18,21,131,190,56,36,0,434.0
305,Lia,Gravenor,Virginia,Zap-a-Pain,14,16,18,4,10,4,33,130,75,9,175,10,432.0
306,Kristine,Garett,Florida,Zap-a-Pain,1,3,3,4,16,8,10,28,192,158,21,23,432.0
307,Aguste,Lathbury,Pennsylvania,Zap-a-Pain,20,15,2,18,10,15,23,37,117,6,89,160,432.0
308,Petronille,Walding,Pennsylvania,Zap-a-Pain,18,15,3,6,7,3,3,72,121,164,5,65,430.0
309,Sigismondo,Camber,North Dakota,Zap-a-Pain,1,19,12,1,11,16,69,48,8,196,1,107,429.0
310,Ethelyn,Wolver,Texas,Zap-a-Pain,17,10,20,7,0,6,84,39,94,69,74,67,427.0
311,Foss,Boddis,Iowa,Zap-a-Pain,2,11,17,20,9,6,82,27,94,23,138,61,425.0
312,Ruprecht,Feragh,Ohio,Zap-a-Pain,11,12,18,12,20,8,23,15,118,127,41,98,422.0
313,Doreen,Birdall,California,Zap-a-Pain,13,13,16,2,15,14,65,65,74,65,37,108,414.0
314,Randolf,Fenemore,Florida,Zap-a-Pain,14,18,5,7,13,11,79,13,177,17,27,98,411.0
315,Audrey,Shottin,Wisconsin,Zap-a-Pain,3,15,6,0,9,12,108,168,85,32,7,10,410.0
316,Kacy,Greated,District of Columbia,Zap-a-Pain,5,4,11,19,17,8,87,41,132,64,76,9,409.0
317,Regan,Poker,Arkansas,Zap-a-Pain,5,11,4,8,14,5,27,3,81,88,71,133,403.0
318,Tiertza,Wolvey,Michigan,Zap-a-Pain,8,10,6,7,4,17,127,0,8,37,97,131,400.0
319,Annmarie,McKinty,California,Zap-a-Pain,9,12,20,19,17,2,56,24,193,48,74,1,396.0
320,Roselia,Cuttelar,Washington,Zap-a-Pain,1,17,1,0,20,15,17,39,123,25,137,52,393.0
321,Nickolaus,Playfair,South Carolina,Zap-a-Pain,5,3,15,5,4,8,141,18,40,24,103,66,392.0
322,Sarah,Wilkowski,New York,Zap-a-Pain,12,13,3,20,8,19,23,120,168,4,56,20,391.0
323,Pancho,Devenny,Arkansas,Zap-a-Pain,1,10,16,9,6,19,10,37,156,137,15,30,385.0
324,Pier,Starten,Oklahoma,Zap-a-Pain,14,1,14,15,6,0,136,38,24,32,95,59,384.0
325,Dewey,Helder,Florida,Zap-a-Pain,13,8,3,0,1,4,173,114,2,39,27,21,376.0
326,Andrew,Kepe,California,Zap-a-Pain,3,9,15,18,16,8,38,174,15,4,108,35,374.0
327,Benny,Goodoune,Indiana,Zap-a-Pain,8,14,16,18,20,8,61,21,18,43,101,129,373.0
328,Arin,Schubert,Georgia,Zap-a-Pain,20,14,16,0,19,4,68,46,88,13,70,87,372.0
329,Prissie,Benham,New York,Zap-a-Pain,12,5,11,0,12,6,113,115,58,23,7,52,368.0
330,Diane,Ausiello,Minnesota,Zap-a-Pain,4,2,16,1,5,0,41,60,99,1,83,83,367.0
331,Dayna,Tomsu,New York,Zap-a-Pain,10,7,6,18,7,13,11,92,37,164,50,7,361.0
332,Hazel,Neesam,Kentucky,Zap-a-Pain,6,16,18,9,10,16,29,98,2,33,130,65,357.0
333,Althea,Slobom,Missouri,Zap-a-Pain,16,14,15,20,10,3,59,73,67,82,29,46,356.0
334,Wandie,O' Liddy,Georgia,Zap-a-Pain,18,16,2,17,1,10,5,159,31,80,26,48,349.0
335,Tamarra,Dahlborg,Florida,Zap-a-Pain,16,9,11,18,18,6,46,2,135,2,9,143,337.0
336,Dorri,Amys,Utah,Zap-a-Pain,1,6,8,9,18,16,5,17,51,12,162,80,327.0
337,Tiertza,Delyth,Michigan,Zap-a-Pain,9,14,14,14,3,6,77,77,25,22,82,39,322.0
338,Maxim,Windless,California,Zap-a-Pain,20,11,19,3,6,9,1,104,34,55,60,65,319.0
339,Cassie,Breckwell,Mississippi,Zap-a-Pain,19,15,15,12,18,14,22,22,16,39,132,86,317.0
340,Sabina,Rubinovitsch,New York,Zap-a-Pain,4,1,15,20,12,19,13,66,74,23,82,55,313.0
341,Wandie,Busst,Washington,Zap-a-Pain,19,12,9,13,19,13,62,32,72,73,28,44,311.0
342,Yancey,Packe,Texas,Zap-a-Pain,9,3,1,13,5,19,31,44,3,34,11,188,311.0
343,Karil,Antoszczyk,West Virginia,Zap-a-Pain,9,18,0,8,7,10,32,36,113,35,4,78,298.0
344,Tymon,Chiese,California,Zap-a-Pain,2,17,15,17,4,2,8,107,116,9,47,6,293.0
345,Freida,Elmhirst,Alaska,Zap-a-Pain,0,3,5,10,3,12,42,64,66,47,14,37,270.0
346,Sybila,Pirkis,Georgia,Zap-a-Pain,1,15,1,11,4,17,133,7,36,1,17,49,243.0
347,Broddy,Robun,District of Columbia,Zap-a-Pain,10,0,6,18,7,0,1,5,100,101,13,4,224.0
348,Abey,Torrisi,District of Columbia,Zap-a-Pain,4,18,11,10,1,10,64,9,39,40,53,4,209.0
